label,tweet,refined_tweet
happy,dimanapun kalian berada selalu selipkan doa para punggawa super elja happy pssday ale,dimanapun kalian berada selalu selipkan doa para punggawa super elja happy pssday ale
fear,takut semua bnda ap y bakal terjadi ap y tengah tjadi kat sekeliling aku takut diri sndiri hate this feeling just wan na die rn fml,takut bnda ap y bakal terjadi ap y tengah tjadi kat sekeliling aku takut diri sndiri hate this feeling just wan na die rn fml
sadness,ramadhan udan masuk hari gini gini aja perubahan padahal tahu taun depan saya masih ada apa buat ketemu sama ramadhan islahdiri,ramadhan udan masuk gini gini aja perubahan padahal taun depan masih ketemu ramadhan islahdiri
happy,jadi beberapa hari si kasihan lihat dirumah main sama si mungil terus akhirnya bilang kamu belanja kemudian mikir kera belanja apa beli baju lebaran kata simplylife,beberapa si kasihan lihat dirumah main si mungil akhirnya bilang belanja kemudian mikir kera belanja beli baju lebaran kata simplylife
fear,sayang sangat dong siap siap nya pa dikenalin keluarga besar pihak cewe gugup abis padahal tadinya kek yaelah tidak ada kenal ini pa datang mendadak gugup,sayang siap siap dikenalin keluarga besar pihak cewe gugup abis padahal tadinya kek yaelah kenal datang mendadak gugup
sadness,cemburu melihat tengah bahagia membahagiakan kekasihnya rasa salah kamu cukup paham beberapa perasaan terpaksa kamu sudahi sendiri,cemburu melihat tengah bahagia membahagiakan kekasihnya rasa salah cukup paham beberapa perasaan terpaksa sudahi sendiri
happy,tanya apa sih memangnya bawah udah ikut aja ajakmu mengekormu belakang ternyata mcflurry harusnya kalau hujan gini beli anget eh malah katamu udah apa kan kamu tadi belinya hujan saling menoleh tertawa,tanya memangnya bawah udah ikut aja ajakmu mengekormu belakang ternyata mcflurry harusnya hujan gini beli anget malah katamu udah tadi belinya hujan saling menoleh tertawa
sadness,kerap meletakkan seluruh angan harapan kasih sayang bukan sang maha pengasih penyayang sebabnya tak habishabisnya kita merasa dikecewakan,kerap meletakkan seluruh angan harapan kasih sayang bukan sang maha pengasih penyayang sebabnya habishabisnya merasa dikecewakan
love,manja kang spam suka imagine perhatian sekali satu cowo sayang sekali satu cowo kalau kangen suka manjanya kelewatan bawel banget bullyable wjwk yaa wkwk,manja kang spam suka imagine perhatian sekali satu cowo sayang sekali satu cowo kangen suka manjanya kelewatan bawel banget bullyable wjwk yaa wkwk
fear,memutuskan pergi sendirian saya takut tergoyah hatiku saya takut teman temanku sedih tentunya saya memilih sendirian kurindukan edinburgh castle old town princess castle calton hill yang lainnya,memutuskan sendirian takut tergoyah hatiku takut teman temanku sedih tentunya memilih sendirian kurindukan edinburgh castle old town princess castle calton hill lainnya
fear,awalnya ge percaya sama istilah indigo punya teman deket indigo selalu tahu kalau sudah planning apa ja bikin heran kaget agak takut,awalnya ge percaya istilah indigo punya teman deket indigo selalu sudah planning ja bikin heran kaget agak takut
happy,ketidak mampuan untuk menangis memikirkan sulit sesulit menenangkan hati,ketidak mampuan menangis memikirkan sulit sesulit menenangkan hati
happy,persibku menang persibku menang oooo oooo oooo oooooooooo persibday pucuk juara awaydays bantul bobotohsaalamdunya banggamengawalmu,persibku menang persibku menang oooo oooo oooo oooooooooo persibday pucuk juara awaydays bantul bobotohsaalamdunya banggamengawalmu
anger,halo polisi halo densus halo divisi humas polri kog ada akun kutil lendir penuh kebencian ada unsur provokatif gini biarkan exist sosial medium instagram cc,halo polisi halo densus halo divisi humas polri kog akun kutil lendir penuh kebencian unsur provokatif gini biarkan exist sosial medium instagram cc
sadness,sih kalau pilihan pernah ikutin kata hati selalu meng iyakan padahal hati mauu cuma sungkan sama tawaran orang astaga kalau begini kepikiraan,pilihan ikutin kata hati selalu meng iyakan padahal hati mauu sungkan tawaran astaga begini kepikiraan
fear,pa gempa jogja pernah merasakan capai sekali tidur waswas gempa susulan kedengeran cuma suara ambulance sepanjang malam tidak berhenti hujan deras petir kencang sampek geter semua dikira gempa,gempa jogja merasakan capai sekali tidur waswas gempa susulan kedengeran suara ambulance sepanjang malam berhenti hujan deras petir kencang sampek geter dikira gempa
anger,paling nyampah orang suka compare kan dengan orang dia ah saya ah tak suka blah lah,paling nyampah suka compare ah ah suka blah
fear,mesti nonton ne tengah malam selimut habis nonton eng ing eng bunyi detak jarum jam dinding jadi takut terpaksa jam pergi batre nya biar takut wkwkwkwkwk always,mesti nonton ne tengah malam selimut habis nonton eng ing eng bunyi detak jarum jam dinding takut terpaksa jam batre biar takut wkwkwkwkwk always
fear,benar sih tempat gereja pernah lihat adain imunisasi anakanak dan kelenteng juga sama ada juga ngeri sekali depopulasi,benar tempat gereja lihat adain imunisasi anakanak kelenteng juga juga sekali depopulasi
fear,benar disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terku,benar disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terku
love,yoon jisung aslinya lebih ganteng drpda foto memang pesona gaya rambut menggoda iman wannables makin jatuh cinta waktu ngedj doong gilak parah aing tutup mulut tidak bisa berhenti senyum pesonanya keluar,yoon jisung aslinya ganteng drpda foto pesona gaya rambut menggoda iman wannables makin jatuh cinta waktu ngedj doong gilak parah aing tutup mulut bisa berhenti senyum pesonanya keluar
anger,serius bingung sama maksud and tujuan orang suka ngelempar kereta batu menyakiti orang kan kalau kena kaca n pecah punya penyakit jiwa kali yak,serius bingung maksud and tujuan suka ngelempar kereta batu menyakiti kena kaca n pecah punya penyakit jiwa kali yak
love,benny nay kata orangorang api panas naya iyalah ben benny ada lebih panas nay naya apaan ben benny kobaran cinta nay naya o in aja,benny nay kata orangorang api panas naya iyalah ben benny panas nay naya apaan ben benny kobaran cinta nay naya o in aja
anger,gilsssss pegawai distasiun parung panjang pelayanannya ramah ngetssss duh maaf mbaknya mood kerja apa bertengkar sama cwonya akuuu cuma tanya ajaaaa jawabnya nada tinggi malah tidak tengok sama sekali,gilsssss pegawai distasiun parung panjang pelayanannya ramah ngetssss duh maaf mbaknya mood kerja bertengkar cwonya akuuu tanya ajaaaa jawabnya nada tinggi malah tengok sekali
love,selalu jatuh cinta paket lengkap seorang wanita indonesia sangat menginspirasi,selalu jatuh cinta paket lengkap seorang wanita indonesia menginspirasi
love,buat juga kan eh ma adi makasih semangat buat kamu,juga ma adi makasih semangat
sadness,apa cuma disini berpikir kalau perempuan pernah menjadi pemilik seseorang utuh milik suami beserta keluarganya perspektif agama disturbing sih buat resolusi konflik rumah tangga karakter orangtua suami suami jelek istri kudu piye,disini berpikir perempuan menjadi pemilik seseorang utuh milik suami beserta keluarganya perspektif agama disturbing resolusi konflik rumah tangga karakter orangtua suami suami jelek istri kudu piye
happy,kalian maju pelajaran mungkin mencapai deretan gelar kesarjanaan apa tanpa mencintai sastra kalian tinggal hewan pandai,kalian maju pelajaran mungkin mencapai deretan gelar kesarjanaan tanpa mencintai sastra kalian tinggal hewan pandai
fear,iseng iseng ngetes semua perangkat elektromagnetik dirumah ternyata radiasi komputer laptop tv hp tinggi mendadak jadi parno tahu bahaya radiasi besar gimana kita,iseng iseng ngetes perangkat elektromagnetik dirumah ternyata radiasi komputer laptop tv hp tinggi mendadak parno bahaya radiasi besar gimana
fear,askmf pacar tidak tahu masalah apa rumah tidak mau pulang bilang lagi keluyuran sama temennya khawatir takut kenapa lebih baik bersikap gimana dari tadi hanya bilang jangan lupa ngabarin hati hati kamu,askmf pacar masalah rumah mau pulang bilang lagi keluyuran temennya khawatir takut kenapa baik bersikap gimana tadi hanya bilang jangan lupa ngabarin hati hati
sadness,ikhlas berat berat banget dengan ikhlas malah disesaki halhal jelas malah mengabaikan halhal baik dapatkan malah tidak melihat halhal menarik seharusnya kita temukan masih diam,ikhlas berat berat banget ikhlas malah disesaki halhal jelas malah mengabaikan halhal baik dapatkan malah melihat halhal menarik seharusnya temukan masih diam
happy,apa gegara thread nya kmrn oldmoney v okb sih akhirnya oldmoneygakngerasain jadi trending topic yaa lumayan ya buat recehkantwitter,gegara thread kmrn oldmoney v okb akhirnya oldmoneygakngerasain trending topic yaa lumayan recehkantwitter
anger,aman bagaimana mase orang kalau aman mah wsrga pasti senenh dong liat kaliqn dateng orang bukti a warung dagangan jarahin maling kemarin bagaimana mase mending urusin dulu biar panjang tangan,aman bagaimana mase aman wsrga pasti senenh liat kaliqn dateng bukti a warung dagangan jarahin maling kemarin bagaimana mase mending urusin biar panjang tangan
anger,soal zonasi memang kontroversi sampai bikin sktm padahal mampu bahkan punya mobil keterlaluan terbayang sktm jadi sebentuk doa disegerakan tentu sj pembelajaran buruk buat anak sendiri arti kejujuran,soal zonasi kontroversi sampai bikin sktm padahal mampu bahkan punya mobil keterlaluan terbayang sktm sebentuk doa disegerakan tentu sj pembelajaran buruk anak sendiri arti kejujuran
love,cinta butuh alasan perlu penjelasan happy anniversary th to my lovely diriku masi setia i cinta you so much,cinta butuh alasan perlu penjelasan happy anniversary th to my lovely diriku masi setia i cinta you so much
sadness,bukan ku menghindar tidak bijak menyikapi masalah namu saja menengankan pikiran sejenak tak mementingkan ego tersendiri,bukan menghindar bijak menyikapi masalah namu saja menengankan pikiran sejenak mementingkan ego tersendiri
love,bilang salah satu membuatnya jatuh cinta sering membuatnya tertawa setiap kali tertawa saya yang buatnya jatuh cinta,bilang salah satu membuatnya jatuh cinta sering membuatnya tertawa setiap kali tertawa buatnya jatuh cinta
love,kalau sekarang kamu bangunin sahur biasa kalau bulan depan kamu bangunin sahur tiap senin kami tahun depan nikahin kamu,bangunin sahur biasa bulan depan bangunin sahur tiap senin kami tahun depan nikahin
sadness,sayang kelemahannya cuma harganya wkwk memang belum rilis sih harganya berapa kalau liat videonya dibandinginnya sama hp huawei porsche design lebih mahal iphone x kaga tahu itu hp laku apa kaga indonesia,sayang kelemahannya harganya wkwk belum rilis harganya berapa liat videonya dibandinginnya hp huawei porsche design mahal iphone x kaga hp laku kaga indonesia
love,sayang sangat deh sama kalian kamu termasuk,sayang kalian termasuk
love,i cinta you i cinta you so much sering sangat bicara gini kamu semoga kamu bosan soalnya apa omongin semua benar tulu hati,i cinta you i cinta you so much sering bicara gini semoga bosan soalnya omongin benar tulu hati
love,wanita menatap pria kalau sesuatu wajahnya jatuh cinta padanya,wanita menatap pria sesuatu wajahnya jatuh cinta padanya
anger,ya jelasin kalian kalau sayang karena sahabat gue kamu percaya kan kamu pada ngira kalau cinta sama hei dihighlight kalau sayang itu selalu soal cintacintaan,jelasin kalian sayang karena sahabat gue percaya ngira cinta hei dihighlight sayang selalu soal cintacintaan
happy,bismillah salam plur slankersi indonesia bakal ketemu moment sangat dinanti oleh semua jambore nasional slankers indonesia bersama slank,bismillah salam plur slankersi indonesia bakal ketemu moment dinanti oleh jambore nasional slankers indonesia bersama slank
happy,sayanggg wkwk mau terbahakbahak kamu jahat sekali astaga masa anak kamu sendiri kamu katain tetap cakap tahu tuhh ali kamu malah buat jalan kutu waktu p akhirnya ternyata yang berpandapat mirip alm jonghyun yaa,sayanggg wkwk mau terbahakbahak jahat sekali astaga masa anak sendiri katain tetap cakap tuhh ali malah jalan kutu waktu p akhirnya ternyata berpandapat mirip alm jonghyun yaa
sadness,mah lucu beberapa waktu lalu bertengkar orang orang ketiga mencoba merusak segala kita bangun sekarang kitalah menjadi tokoh utama yang menghancurkan segala yang bersusah payah kita bangun,lucu beberapa waktu lalu bertengkar ketiga mencoba merusak segala bangun kitalah menjadi tokoh utama menghancurkan segala bersusah payah bangun
anger,memikirkan blunder nya bulan puasa kok nuduh melahirkan koruptor besar,memikirkan blunder bulan puasa nuduh melahirkan koruptor besar
happy,muter muter rumah nini ternyata orangnya buat kari asyik ketemu rianna jam segini putri cantik sejak dulu ku cari,muter muter rumah nini ternyata orangnya kari asyik ketemu rianna jam segini putri cantik sejak cari
anger,biasanya beras dijual paling sedikit satu liter di jaman presiden terlangsing beras dijual ons satu saset makanya presiden sekarang langsing dulu ngapain ajaaa,biasanya beras dijual paling sedikit satu liter jaman presiden terlangsing beras dijual ons satu saset makanya presiden langsing ngapain ajaaa
love,memilhmu bukan sayang kamu bukan mencintai kamu tetapiaku memilih kamu karena hati jiwa diriku sendiri mencintaimu,memilhmu bukan sayang bukan mencintai tetapiaku memilih karena hati jiwa diriku sendiri mencintaimu
happy,partner tidur waktu bali tempat spesial dong bentuknya rumah gazebo terus atas kolam renang di pojokan haha spesial sangat kan btw see u,partner tidur waktu bali tempat spesial bentuknya rumah gazebo atas kolam renang pojokan haha spesial btw see u
love,sayang sekali sama orang tuaku satu selalu tempat untukku hatinya tempat curhat tempat ngadu tempat ketawa selamat beribadah haji menjadi tamu allah bunda sani ayah,sayang sekali tuaku satu selalu tempat untukku hatinya tempat curhat tempat ngadu tempat ketawa selamat beribadah haji menjadi tamu allah bunda sani ayah
anger,mbak nya pantes bicara kasar harga fondaition nya selangit tidak bakal cantik selama nya gara fondaition kecantikan hanya smentara tua keriput terus mati kecantikan dunia hanyalah,mbak pantes bicara kasar harga fondaition selangit bakal cantik selama gara fondaition kecantikan hanya smentara tua keriput mati kecantikan dunia hanyalah
sadness,padahal chat save nomor w ganti nomor pa hari ultah w benar benar sedih dan tadi ruangan ujian it jam kurang sudah campur aduk salting saya keluar duluan,padahal chat save nomor w ganti nomor ultah w benar benar sedih tadi ruangan ujian it jam kurang sudah campur aduk salting keluar duluan
anger,mhn maaf semua beliau pemimpin kalau biarkan bekerja semua pemimpin pencitraan contoh nya banyak biarkan bekerja apapun terjadi jadi pemimpin nilai sang pencipta lebih hakiki,mhn maaf beliau pemimpin biarkan bekerja pemimpin pencitraan contoh biarkan bekerja apapun terjadi pemimpin nilai sang pencipta hakiki
fear,dulu waktu kecil kan ditakutin kalau makan biji buah bijinya bakal numbuh perut pa makan semangka dong bijinya ketelen terus saya nangis takut jadi pohon semangka,waktu kecil ditakutin makan biji buah bijinya bakal numbuh perut makan semangka bijinya ketelen nangis takut pohon semangka
sadness,cie benar mau ngabdi sekali biar dibilang pahlawan pendidikan wkwkwkwkkw apalah dayaku ikutan program ginian cuma biar sering jalan jalan hahahahahah,cie benar mau ngabdi sekali biar dibilang pahlawan pendidikan wkwkwkwkkw apalah dayaku ikutan program ginian biar sering jalan jalan hahahahahah
sadness,ekspektasi emak makanya kamu jangan capekcapek jadi sakit kan main terus sih realita sokorr salah mu dewe dolan ae domongi kon nek omah ae ange eram recehkantwiter,ekspektasi emak makanya jangan capekcapek sakit main realita sokorr salah mu dewe dolan ae domongi kon nek omah ae ange eram recehkantwiter
happy,paling senang kalau berobat bandung sama konsulen sharing becanda lah kalau bali ngeliat konsulen cuma nunduk senyum kecut,paling senang berobat bandung konsulen sharing becanda bali ngeliat konsulen nunduk senyum kecut
love,ter pun kamu berada sekarang mau bilang rasa sayang kamu pernah berubah tunggu kamu disini kalau memang leave jangan lupain hehe kaya tidak lupain kamu baru sadar kalau memang sayang kamu dar,ter pun berada mau bilang rasa sayang berubah tunggu disini leave jangan lupain hehe kaya lupain sadar sayang dar
sadness,katak tempurung kepercayaan berlebih hegemoni ilmu sains teknologi solusi beragam permasalahan indonesia adalah dogma sila google scientism sila google arogansi alumnus itb eh,katak tempurung kepercayaan berlebih hegemoni ilmu sains teknologi solusi beragam permasalahan indonesia dogma sila google scientism sila google arogansi alumnus itb
fear,ngeri pa berbela sungkawa niat hati mengirimkan emot sedih yang dipencet malah emot tertawa terbahak bahak,berbela sungkawa niat hati mengirimkan emot sedih dipencet malah emot tertawa terbahak bahak
fear,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk,disemua tempat boleh melaksanakan sholat salah satunya bangunan didirikan kekafiran salah satunya gereja berlindung allaah swt godaan setan terkutuk
happy,dulu tiap hari main game mulu ngomong kasar mau jadi apa sekarang tiap hari main game mulu ngomong kasar mau jadi apa yutuber gaming recehkantwitter,tiap main game mulu ngomong kasar mau tiap main game mulu ngomong kasar mau yutuber gaming recehkantwitter
sadness,tbh sebenarnya niatan buat bikin short thread about child marriage berhubung ini menjadi yang lumrah sebagian masyarakat tertentu ini akan pernah ada habisnya dibahas sekian,tbh sebenarnya niatan bikin short thread about child marriage berhubung menjadi lumrah sebagian masyarakat tertentu habisnya dibahas sekian
sadness,persoalan thr gaji tukil sepertinya bukan yang sepele baik yang menerima menerima terlambat dan dari mana didapat,persoalan thr gaji tukil sepertinya bukan sepele baik menerima menerima terlambat mana didapat
love,manis sekali sih tambah sayang kan ampun jimin adabyu buing buing,manis sekali tambah sayang ampun jimin adabyu buing buing
fear,cerita horor ku malam huehehe jadi ingin bobo jadi mandi biar dingin selimutan langsung bobo gitu mandi nih semprot muka kan pakai air mawar,cerita horor malam huehehe ingin bobo mandi biar dingin selimutan langsung bobo gitu mandi nih semprot muka pakai air mawar
anger,hendaknya masingmasing umat jangan sok lebih pintar masalah keyakinaniman kepercayaantidak segampang bicara rohani di aliran darah hidup kitabanyak membaca terus belajar kiamat itu benarbenar menjemput,hendaknya masingmasing umat jangan sok pintar masalah keyakinaniman kepercayaantidak segampang bicara rohani aliran darah hidup kitabanyak membaca belajar kiamat benarbenar menjemput
fear,takut rasa dulu bakal balik bahkan takut kalau luka dulu dadang beri bakal jadi tambah besar tidak mau dadang sering ajak ketemu tolak dadang sering izin datang ke rumah tolak saya tidak mau sakit kedua kalinya,takut rasa bakal balik bahkan takut luka dadang beri bakal tambah besar mau dadang sering ajak ketemu tolak dadang sering izin datang rumah tolak mau sakit kedua kalinya
sadness,tiba orangbegitulah kelihatannya mnjd ahl islam presiden perdana menteri sastrawan picisan semua siap memberikan kuliah apa sbenarnya islam jika pengetahuan tersebut mudh diperoleh mjd sangat aneh bahwasanya opini sngat salah meluas,tiba orangbegitulah kelihatannya mnjd ahl islam presiden perdana menteri sastrawan picisan siap memberikan kuliah sbenarnya islam jika pengetahuan tersebut mudh diperoleh mjd aneh bahwasanya opini sngat salah meluas
anger,it like a circle of stupidity atlit diurusin duitnya buat bebenah itu biar atlit datang luar negeri nyaman disini atlit sendiri kurang gizi beres bebenah eh salah satu stadion dirusak supporter timnya atlit main jelek what a moron,it like a circle of stupidity atlit diurusin duitnya bebenah biar atlit datang luar negeri nyaman disini atlit sendiri kurang gizi beres bebenah salah satu stadion dirusak supporter timnya atlit main jelek what a moron
happy,rasanya bagiku cita perlu diraih saya sedang fokus berusaha itu terus kerja laahh nmanya kerja tidak mesti ngantor absen tiap pagi,rasanya bagiku cita perlu diraih sedang fokus berusaha kerja laahh nmanya kerja mesti ngantor absen tiap pagi
fear,itulah awalnya bicara baik olah memang rp baik lebih seram terselubung pada terang terangan,itulah awalnya bicara baik olah rp baik seram terselubung terang terangan
love,dicintai rezeki dicintai orang kita cintai rezeki terindah sedikit merasa cinta insan itupun cukup membahagiakan pastinya besar kan cinta pencipta insan,dicintai rezeki dicintai cintai rezeki terindah sedikit merasa cinta insan itupun cukup membahagiakan pastinya besar cinta pencipta insan
anger,terlepas lepas tangan punya peran promoter project creator tertentu akhirnya laku didukung backer featured project gue poin krusial mereka bisa seenak dewe lepas tangan per,terlepas lepas tangan punya peran promoter project creator tertentu akhirnya laku didukung backer featured project gue poin krusial bisa seenak dewe lepas tangan per
love,heol gemesin parah tuh akrab sama siapapun strmarah or nah jadi mau main sama diapun perlu takut gigit first time i met him di tandain sama di pipi sama kaki suka sekali cium pipi aku kiss me dreamy pwease,heol gemesin parah tuh akrab siapapun strmarah or mau main diapun perlu takut gigit first time i met him tandain pipi kaki suka sekali cium pipi aku kiss me dreamy pwease
sadness,masa cewek berada diposisi ngenakin mau pergi masih sayang mau bertahan sakit hati itu tidak enak,masa cewek berada diposisi ngenakin mau masih sayang mau bertahan sakit hati enak
sadness,bali tunggu koko ya koko bakal balik tinggal lebih lama d sana balik jakarta sangat nih ceritanya hmm baiklah instabali kangenbali,bali tunggu koko koko bakal balik tinggal lama d sana balik jakarta nih ceritanya hmm baiklah instabali kangenbali
fear,tuhan izinkan bahagiakan orangtuaku akhirnya tertidur peristirahatanya terakhir,tuhan izinkan bahagiakan orangtuaku akhirnya tertidur peristirahatanya terakhir
anger,allahapa kok disalahin pres mirip presiden kurang kerjaan gaes urusin sebuah fotohadweehhh apa penting to foto bukan jimat to,allahapa disalahin pres mirip presiden kurang kerjaan gaes urusin sebuah fotohadweehhh penting to foto bukan jimat to
happy,om gabung densus dong daftar penjinak bom mabok lem kan lebih baik kerja nyata buat keamanan bangsa,om gabung densus daftar penjinak bom mabok lem baik kerja nyata keamanan bangsa
happy,kejujuran keteguhan seseorang mulai teruji melihat usd idr dllyang awalnya teman jadi tak temanmaka karena jangan lihat orang ada atas atas perkara dunia lihat lah orang berada bawah agar banyak bersyukur,kejujuran keteguhan seseorang mulai teruji melihat usd idr dllyang awalnya teman temanmaka karena jangan lihat atas atas perkara dunia lihat berada bawah agar bersyukur
fear,peredaran hoax kabar bohong medium sosial semakin parah dibiarkan netizen ekstra hatihati mengkonsumsi informasi menyebarkannya,peredaran hoax kabar bohong medium sosial semakin parah dibiarkan netizen ekstra hatihati mengkonsumsi informasi menyebarkannya
anger,min jangan mati hidup terus mati gini dong listriknya ngerusak alat elektronik kalau benar tuh jan nyalakan dulu terus matiin lg rusak elektronik,min jangan mati hidup mati gini listriknya ngerusak alat elektronik benar tuh jan nyalakan matiin lg rusak elektronik
sadness,hancur sifat sombong juga yang hancur ditinggalin pa sayangsayangnya,hancur sifat sombong juga hancur ditinggalin sayangsayangnya
anger,bahas penting bpip lah ko malah nyasar k hati jangan bpip buat bubarin ormas sejalan ame rombongan nye kali yang lebih paham coba jelasin,bahas penting bpip ko malah nyasar k hati jangan bpip bubarin ormas sejalan ame rombongan nye kali paham coba jelasin
fear,waktu sd bada isya pulang ngaji berlima sama tementemen dipertigaan tibatiba ibuibu pakai baju putih panjang mukanya ketutupan rambut panjang gendong bayi mau disamperin pa setengah jalan balik lagi karena takut ag,waktu sd bada isya pulang ngaji berlima tementemen dipertigaan tibatiba ibuibu pakai baju putih panjang mukanya ketutupan rambut panjang gendong bayi mau disamperin setengah jalan balik lagi karena takut ag
sadness,mengerti modal tidak sebanyak ahaha terus kepikiran kata kak zha saving buat encore korea galaoooo tt,mengerti modal sebanyak ahaha kepikiran kata kak zha saving encore korea galaoooo tt
fear,melihat fotonya bikin ngeri mengalami sendiri merinding kematian di depan mata,melihat fotonya bikin mengalami sendiri merinding kematian depan mata
fear,wah parah sekali sih sendiri sumpah ngebayanginnya seram banget kepikiran juga sekarang temenmu langsung tanggap sekali hebat kaya cengo,wah parah sekali sendiri sumpah ngebayanginnya seram banget kepikiran juga temenmu langsung tanggap sekali hebat kaya cengo
fear,kemudian yang ragu perawatannya kecatet riwayat bpjs takut pa dibaca tidak sehat mental,kemudian ragu perawatannya kecatet riwayat bpjs takut dibaca sehat mental
love,cute banget suka sekali liat greetingnya gemes ayo makin deket sama ya sayang ohiya jangan lupa bagi chikin sama aku terima kasih tq,cute banget suka sekali liat greetingnya gemes ayo makin deket sayang ohiya jangan lupa bagi chikin aku terima kasih tq
fear,kalau dipikir pikir punya teman homo banyak punya teman lesbi entah bukan nya tidak respect sama lesbi waswas aja jangankan sama blakan lesbi sama cewek jomblo seumur hidupnya saya takut sukanya sama cewek,dipikir pikir punya teman homo punya teman lesbi entah bukan respect lesbi waswas aja jangankan blakan lesbi cewek jomblo seumur hidupnya takut sukanya cewek
love,langsung jatuh cinta pandangan pertama sama away shirt nya man city ini biasa nih nike bikin design kece must have item,langsung jatuh cinta pandangan pertama away shirt man city biasa nih nike bikin design kece must have item
happy,benar tidakkangenya bong wakaka,benar tidakkangenya bong wakaka
fear,jujur cuma takut reaksi nya kaya apa pa tahu dikit sedih dikit nangis kaya apasi anjink goblox bgt takut ngecewain tbtb mikir ko orangnya cengeng sangat si ko orangnya gini sangat si ajg saya ngamau,jujur takut reaksi kaya dikit sedih dikit nangis kaya apasi anjink goblox bgt takut ngecewain tbtb mikir ko orangnya cengeng si ko orangnya gini si ajg ngamau
anger,memang kadang enggan menghubungi kondektur biasanya larut malam kritik serupa sering disampaikan harapan saya pengecekan berkala dijadikan sop shg perlu ada komplain terlebih baru suhu,kadang enggan menghubungi kondektur biasanya larut malam kritik serupa sering disampaikan harapan pengecekan berkala dijadikan sop shg perlu komplain terlebih suhu
sadness,orang ruangan belanjaaaaa terus mallakunya ditinggal sendiri sobat kismin purapura bijak sok mau membelanjakan hal berguna hilih,ruangan belanjaaaaa mallakunya ditinggal sendiri sobat kismin purapura bijak sok mau membelanjakan hal berguna hilih
happy,kemarin liat timeline bapak bapak eskrim kesana buat kasih eskrim penyelamat yaa pokoknya buat ada sana gt,kemarin liat timeline bapak bapak eskrim kesana kasih eskrim penyelamat yaa pokoknya sana gt
sadness,manggilnya sayangsayangan kalau chat kangenkangenan ternyata cuma jadi teman pa lagi kesepian,manggilnya sayangsayangan chat kangenkangenan ternyata teman lagi kesepian
fear,entah tahu semakin bertambahnya umur malah semakin takut pacaran takut dikhianati semacam lah,entah semakin bertambahnya umur malah semakin takut pacaran takut dikhianati semacam
happy,menyembuhkan rasa sakit obat kek gini bilangnya flu bersin demam order e krim tengah malam kalau anak kampus bilang bm terpenuhi,menyembuhkan rasa sakit obat kek gini bilangnya flu bersin demam order e krim tengah malam anak kampus bilang bm terpenuhi
love,pun mengendarai mobilnya arah lobby berhenti tepat depan kekasihnya sedang menantinya keluar mobil lalu merangkul pundak kekasihnya ayo masuk sayang ucapnya membuka pintu mobil kekasihnya,pun mengendarai mobilnya arah lobby berhenti tepat depan kekasihnya sedang menantinya keluar mobil lalu merangkul pundak kekasihnya ayo masuk sayang ucapnya membuka pintu mobil kekasihnya
sadness,untungnya kedua orang tua orang sekitar sayang menyadarkan bahwa patah hati tak membuatmu tak menyelesaikan skripsi hidup terus berlanjut jangan terlalu berharap genggaman satu orang sedang kamu sebenarnya mendapatkan banyak pelukan,untungnya kedua tua sekitar sayang menyadarkan bahwa patah hati membuatmu menyelesaikan skripsi hidup berlanjut jangan terlalu berharap genggaman satu sedang sebenarnya mendapatkan pelukan
fear,jadi tuh jalanannya kaya jalanan mati gitu sepi terusan sering banyak orang mabuk ngeri kan kalau berhadapan sama orang kena pengaruh alkohol gitu kemarin minggu yang habis dibegal padahal deket sekali sama kantor polisi,tuh jalanannya kaya jalanan mati gitu sepi terusan sering mabuk berhadapan kena pengaruh alkohol gitu kemarin minggu habis dibegal padahal deket sekali kantor polisi
sadness,benar lebih pantas dibanding yang mendapatkannya tau hanya melihat perjuangan tanpa melihat perjuangan yang tidak terlihat kita sederhananya masingmasing diberikan tempat tuhan tidak tertukar,benar pantas dibanding mendapatkannya tau hanya melihat perjuangan tanpa melihat perjuangan terlihat sederhananya masingmasing diberikan tempat tuhan tertukar
fear,jam malem sebioskop cuma berdua doank pa lampulampu mulai dimatiin eee ujukujuk teaser coming soonnya film horor iblis menjemput laaahhh jadi degdeg serrr,jam malem sebioskop berdua doank lampulampu mulai dimatiin eee ujukujuk teaser coming soonnya film horor iblis menjemput laaahhh degdeg serrr
love,my reaction astagfirullah anak siapa ganteng sekali bgst suaranya bagus lagu nya bagus nada nya pa sangat ditelinga gue woee cinta sekali sama bts sumpah,my reaction astagfirullah anak siapa ganteng sekali bgst suaranya bagus lagu bagus nada ditelinga gue woee cinta sekali bts sumpah
sadness,sudah lama tidakngumpul hahaha oke jadwal nih kendala p,sudah lama tidakngumpul hahaha oke jadwal nih kendala p
happy,terima kasih mommy jesica atas kepercayaan untuk treatment selama kehamilan nya semoga sehat lancar semua yaa mom,terima kasih mommy jesica atas kepercayaan treatment selama kehamilan semoga sehat lancar yaa mom
